job_title,job_url,company,company_url,rating,reviews,experience,salary,location,description,tags,posted
Technology & Transformation - Engineering - Senior Consultant/Manager,https://www.naukri.com/job-listings-technology-transformation-engineering-senior-consultant-manager-deloitte-bengaluru-9-to-15-years-271025502620,Deloitte Consulting,https://www.naukri.com/deloitte-consulting-jobs-careers-1706,3.7,21395.0,9-15 Yrs,,Bengaluru,"Excellent analytical & problem-solving skills, willingness to take ownership and resolv...",Data management;Performance management;Data modeling;Project management;Analytical;Machine learning;Business intelligence;big data,1 day ago
Urgent opening For Audio-Visual/Video Engineer For C2H position,https://www.naukri.com/job-listings-urgent-opening-for-audio-visual-video-engineer-for-c2h-position-teamlease-digital-bengaluru-1-to-5-years-271025022042,Teamlease Digital,https://www.naukri.com/teamlease-digital-jobs-careers-16342,,,1-5 Yrs,2-3.5 Lacs PA,Bengaluru,Working location: BangaloreMode of interview: Fac2Face interviewNotice Period: Immedia...,Audio Visual;AV;Audio-VisualVideo;AV technician;Audio;Positioning;Video;Visual,1 day ago
Elite Sales Ambassador For Luxury Brand (Bangalore),https://www.naukri.com/job-listings-elite-sales-ambassador-for-luxury-brand-bangalore-2coms-bengaluru-1-to-6-years-271025021827,2coms,https://www.naukri.com/2coms-jobs-careers-10111,3.4,469.0,1-6 Yrs,,Bengaluru,Remaining in an enclosed area for the entirety of the shift while assisting customers P...,visual merchandising;retail operations;branding;customer service;interpersonal skills;retail sales;business development;apparel,1 day ago
Senior Inside Sales Specialist (Recruiter- Aaron),https://www.naukri.com/job-listings-senior-inside-sales-specialist-recruiter-aaron-simplilearn-bengaluru-1-to-5-years-271025025420,Simplilearn,https://www.naukri.com/simplilearn-jobs-careers-737939,3.2,737.0,1-5 Yrs,4-7.5 Lacs PA,Bengaluru,"Greetings from Simplilearn, We are Hiring for the Position: Senior Inside Sales Specia...",Inside Sales;Edtech;Lead Generation;Cold Calling;US Sales;Saas Sales;B2B Sales;IT Sales,1 day ago
Java + Angular Developer,https://www.naukri.com/job-listings-java-angular-developer-tata-consultancy-services-chennai-bengaluru-7-to-12-years-271025025229,Tata Consultancy Services,https://www.naukri.com/tata-consultancy-services-jobs-careers-13542,3.4,106727.0,7-12 Yrs,5-15 Lacs PA,"Chennai, Bengaluru",Experience: 7 - 15 years Only. Education: Minimum 15 years of full time education (10th...,Java;Angular;Java+;Development,1 day ago
Consultant | Oracle Analytics Cloud | Oracle,https://www.naukri.com/job-listings-consultant-oracle-analytics-cloud-oracle-deloitte-bengaluru-5-to-7-years-271025501584,Deloitte Consulting,https://www.naukri.com/deloitte-consulting-jobs-careers-1706,3.7,21395.0,5-7 Yrs,,Bengaluru,Effective communication Must be well abled to have well-structured and well-articulated...,ERP;Sales operations;Analytical;Agile;data privacy;Oracle;Analytics;Auditing,1 day ago
Assistant Manager - ASU - FAAS - Financial&AccountingAdv,https://www.naukri.com/job-listings-assistant-manager-asu-faas-financial-accountingadv-ernst-young-bengaluru-5-to-7-years-271025501588,EY,https://www.naukri.com/ey-jobs-careers-9156,3.4,13178.0,5-7 Yrs,,Bengaluru,Requisition Id 1654879        The opportunity  Assistant Manager-National-Assurance-AS...,Computer science;Assurance;US GAAP;Agile;IFRS;Macros;Analytics;SQL,1 day ago
Assistant Manager - FAAS - Financial&AccountingAdv,https://www.naukri.com/job-listings-assistant-manager-faas-financial-accountingadv-ernst-young-bengaluru-5-to-7-years-271025501590,EY,https://www.naukri.com/ey-jobs-careers-9156,3.4,13178.0,5-7 Yrs,,Bengaluru,Requisition Id 1654874        The opportunity  Assistant Manager-National-Assurance-AS...,Computer science;Assurance;US GAAP;Agile;IFRS;Macros;Analytics;SQL,1 day ago
T&T - EAD - PDI - Java Backend - Consultant,https://www.naukri.com/job-listings-t-t-ead-pdi-java-backend-consultant-deloitte-bengaluru-3-to-5-years-271025501690,Deloitte Consulting,https://www.naukri.com/deloitte-consulting-jobs-careers-1706,3.7,21395.0,3-5 Yrs,,Bengaluru,Location:   Bengaluru           Designation:   Consultant         ...,Computer science;Hibernate;Software design;Front end;Data management;Postgresql;Data structures;HTML,1 day ago
Big Data Developer,https://www.naukri.com/job-listings-big-data-developer-tata-consultancy-services-bengaluru-6-to-11-years-271025025357,Tata Consultancy Services,https://www.naukri.com/tata-consultancy-services-jobs-careers-13542,3.4,106727.0,6-11 Yrs,,Bengaluru,"Expertise with Big Data ecosystem services, such as PySpark(Scala / Python), Hive, Kafk...",Pyspark;GCP;Bigquery;Big Data;SQL;Github;Python;Development,1 day ago
T&T | Cyber : DPT | Deputy Manager | Saviynt,https://www.naukri.com/job-listings-t-t-cyber-dpt-deputy-manager-saviynt-deloitte-bengaluru-6-to-11-years-271025501519,Deloitte Consulting,https://www.naukri.com/deloitte-consulting-jobs-careers-1706,3.7,21395.0,6-11 Yrs,,Bengaluru,"Minimum Bachelor s degree in computer science, Engineering, or related field . Saviynt ...",Computer science;Access management;GCP;Analytical;Agile;HTML;Project planning;Risk management,1 day ago
Senior Consultant | Oracle Analytics Cloud | Oracle,https://www.naukri.com/job-listings-senior-consultant-oracle-analytics-cloud-oracle-deloitte-bengaluru-5-to-7-years-271025501585,Deloitte Consulting,https://www.naukri.com/deloitte-consulting-jobs-careers-1706,3.7,21395.0,5-7 Yrs,,Bengaluru,Effective communication Must be well abled to have well-structured and well-articulated...,ERP;Sales operations;Analytical;Agile;data privacy;Oracle;Analytics;Auditing,1 day ago
FS-RC-FS Finance-GP Accounting Professional,https://www.naukri.com/job-listings-fs-rc-fs-finance-gp-accounting-professional-ernst-young-bengaluru-6-to-11-years-271025501426,EY,https://www.naukri.com/ey-jobs-careers-9156,3.4,13178.0,6-11 Yrs,,Bengaluru,Candidate should be Private equity finance SME and he / she should have worked exposure...,Assurance;Financial statements;Fund accounting;Financial analysis;CMA;Consulting;Taxation;Financial modelling,1 day ago
Data Engineer,https://www.naukri.com/job-listings-data-engineer-bajaj-finserve-bengaluru-5-to-9-years-271025023231,BAJAJ FINSERVE,https://www.naukri.com/bajaj-finserve-jobs-careers-1944666,4.0,11760.0,5-9 Yrs,,Bengaluru,"Required Skills: . Strong hands-on experience with: SQL, Python( or PySpark) Based ETL ...",Data Engineering;Pyspark;Restfull Api;API;ETL;Python;SQL;Data,1 day ago
A&A - Assurance - Deputy Manager - Fund Accounting,https://www.naukri.com/job-listings-a-a-assurance-deputy-manager-fund-accounting-deloitte-bengaluru-3-to-7-years-271025501670,Deloitte Consulting,https://www.naukri.com/deloitte-consulting-jobs-careers-1706,3.7,21395.0,3-7 Yrs,,Bengaluru,Location:   Bengaluru           Designation:   Deputy Manager     ...,Fund accounting;Assurance;US GAAP;Project management;Analytical;Reconciliation;Workflow;MS Office,1 day ago
T&T | EAD | Director | Delivery Management | Engineering,https://www.naukri.com/job-listings-t-t-ead-director-delivery-management-engineering-deloitte-bengaluru-15-to-18-years-271025501441,Deloitte Consulting,https://www.naukri.com/deloitte-consulting-jobs-careers-1706,3.7,21395.0,15-18 Yrs,,Bengaluru,Experience: 15+ years . Key Responsibilities . Strong expertise with Cloud data technol...,Delivery management;Warehouse;GCP;Cloud;Data Architect;big data;Associate Director;Analytics,1 day ago
Network Security Zscaler | Associate Director,https://www.naukri.com/job-listings-network-security-zscaler-associate-director-deloitte-bengaluru-8-to-13-years-271025501479,Deloitte Consulting,https://www.naukri.com/deloitte-consulting-jobs-careers-1706,3.7,21395.0,8-13 Yrs,,Bengaluru,"Experience designing and managing large-scale, enterprise Zscaler deployments . In addi...",Change management;Automation;cloud security;Analytical;Strategic planning;Network security;Agile;HTML,1 day ago
T&T I Cyber-D&R I Sentinel Engineering I Assistant Manager,https://www.naukri.com/job-listings-t-t-i-cyber-d-r-i-sentinel-engineering-i-assistant-manager-deloitte-bengaluru-3-to-8-years-271025501654,Deloitte Consulting,https://www.naukri.com/deloitte-consulting-jobs-careers-1706,3.7,21395.0,3-8 Yrs,,Bengaluru,". BTech / BE / BSc / BCA / Master s degree in Computer Science, Engineering- Full time....",Computer science;Automation;Analytical;SOC;ISO 27001;Agile;HTML;microsoft,1 day ago
T&T | Cyber: D&R | Pre sales | Associate Director,https://www.naukri.com/job-listings-t-t-cyber-d-r-pre-sales-associate-director-deloitte-bengaluru-5-to-10-years-271025501546,Deloitte Consulting,https://www.naukri.com/deloitte-consulting-jobs-careers-1706,3.7,21395.0,5-10 Yrs,,Bengaluru,"Bachelor s or Master s degree in Computer Science, Information Security, or a related f...",Computer science;Solution architecture;Information security;Analytical;Consulting;ISO 27001;Agile;Presales,1 day ago
T&T I Cyber: D&R I Project Manager SOC,https://www.naukri.com/job-listings-t-t-i-cyber-d-r-i-project-manager-soc-deloitte-bengaluru-11-to-16-years-271025501455,Deloitte Consulting,https://www.naukri.com/deloitte-consulting-jobs-careers-1706,3.7,21395.0,11-16 Yrs,,Bengaluru,"Bachelor s or Master s degree in Computer Science, Information Security, or related fie...",Computer science;Networking;Infrastructure management;Information security;Analytical;Network security;Agile;HTML,1 day ago
Servicenow Developer,https://www.naukri.com/job-listings-servicenow-developer-cognizant-bengaluru-5-to-10-years-271025024187,Cognizant,https://www.naukri.com/cognizant-jobs-careers-2114,3.7,57918.0,5-10 Yrs,,Hybrid - Bengaluru,Ensure compliance with industry standards and best practices for IT service management ...,Servicenow;Servicenow Development;ITSM;Development,1 day ago
Sales Development Representative,https://www.naukri.com/job-listings-sales-development-representative-nobroker-bengaluru-0-to-3-years-271025014777,NoBroker,https://www.naukri.com/nobroker-jobs-careers-1632940,3.0,2423.0,0-3 Yrs,1-3 Lacs PA,Bengaluru,"Proficient in MS-Office (Excel, Word). Should be flexible for day shift- (9-hour of log...",Inside Sales;Communication Skills;Telesales;Convincing Power;Cold Calling;Inbound Calls;Sales Development;Voice Process,1 day ago
International Customer Service Representative - Bpo / CSR - TSR,https://www.naukri.com/job-listings-international-customer-service-representative-bpo-csr-tsr-mind-click-co-bengaluru-0-to-4-years-271025008618,Hiring for top MNC,,,,27 Oct - 01 Nov,2.25-4 Lacs PA,Bengaluru,Shifts: US / UK / Rotational ShiftsWillingness to work in Night / Rotational Shifts. Ex...,US Process;International Voice Process;International BPO;Customer Support;International Call Center;Voice Process;International Voice;Us Voice Process,1 day ago
IT Recruiter/Sourcer,https://www.naukri.com/job-listings-it-recruiter-sourcer-trigent-software-bengaluru-1-to-4-years-271025004275,Accenture,,,,1-4 Yrs,3.25-5 Lacs PA,Bengaluru,We take immense pride in being a Microsoft certified Gold partner,IT Recruitment;Contract Hiring;Contract Staffing;IT Staffing;Domestic Staffing;Technical Recruitment;Talent Acquisition;Recruitment,1 day ago
Accounts Payable Specialist,https://www.naukri.com/job-listings-accounts-payable-specialist-deloitte-consulting-bengaluru-2-to-7-years-271025006471,Deloitte Consulting,https://www.naukri.com/deloitte-consulting-jobs-careers-1706,3.7,21395.0,2-7 Yrs,,Bengaluru,Qualification: Graduate / Postgraduate / Masters Degree in Commerce or Finance. Key Res...,Accounts Payable;Vendor Payments;P2P Cycle;Payables;PTP;P2P;Vendor;Payments,1 day ago
Sales Coordinator Cum Admin - Bangalore,https://www.naukri.com/job-listings-sales-coordinator-admin-bangalore-kone-bengaluru-3-to-4-years-271025020307,Kone,https://www.naukri.com/kone-jobs-careers-5463,4.1,1559.0,3-4 Yrs,,Bengaluru(Kacharakanahalli +1),Should have service mindset Should be good in presentation & excel,Office Administration;CRM Management;Excel;Sales Coordination;Powerpoint;Sales;Office;CRM,1 day ago
Tele Collection Executive,https://www.naukri.com/job-listings-tele-collection-executive-home-credit-bengaluru-0-to-2-years-271025020024,Home Credit,https://www.naukri.com/home-credit-jobs-careers-729739,4.0,4535.0,27 Oct - 31 Oct,1-2.5 Lacs PA,Bengaluru(Hosa Road),Eligibility : . Freshers are welcome Must be fluent in Hindi Minimum qualification: 12t...,Tele Collection;Banking Collection;Loan Collection;Debt Recovery;Debt;Recovery;Collections,1 day ago
Network Data Security,https://www.naukri.com/job-listings-network-data-security-tata-consultancy-services-bengaluru-5-to-8-years-271025012769,Tata Consultancy Services,https://www.naukri.com/tata-consultancy-services-jobs-careers-13542,3.4,106727.0,5-8 Yrs,,Bengaluru,"- Knowledge on Wireless technology (Cisco / Aruba), and Concept on Wireless Controller,...",Network Data;Routing And Switching;Security;Network security;Routing;Data;Switching;Routing,1 day ago
Hiring  Service Desk Management- Bangalore,https://www.naukri.com/job-listings-hiring-service-desk-management-bangalore-2coms-bengaluru-1-to-6-years-271025011801,2coms,https://www.naukri.com/2coms-jobs-careers-10111,3.4,469.0,1-6 Yrs,,Bengaluru,Minimum 1 year of experience in Service Desk Management Experience in incident manageme...,hiring;itil framework;operating systems;client satisfaction;job description;service desk;service desk management;incident management,1 day ago
Automation Lead,https://www.naukri.com/job-listings-automation-lead-tata-consultancy-services-bengaluru-7-to-11-years-271025013831,Tata Consultancy Services,https://www.naukri.com/tata-consultancy-services-jobs-careers-13542,3.4,106727.0,7-11 Yrs,,Bengaluru,Experience required : 7-11 years Required Skills and Qualifications: . Strong hands-on ...,Terraform;Docker;Ansible;Ci/Cd;Kubernetes;Scripting;Automation;Cd,1 day ago
Junior Architect,https://www.naukri.com/job-listings-junior-architect-chai-point-bengaluru-1-to-6-years-271025012256,Chai Point,https://www.naukri.com/chai-point-jobs-careers-1458682,3.8,225.0,1-6 Yrs,6.5-12 Lacs PA,Bengaluru,Minimum 2 years (preferably in retail or F&B projects ). Key Responsibilities: . Skill ...,Store Design;Retail Design;Retail Projects;Architectural Design;Space Planning;Planning;Stores;Architecture,1 day ago
"Design Engineer_Hose,Tube,Mounting Brackets,Sheetmetal_Creo Mandatory",https://www.naukri.com/job-listings-design-engineer-hose-tube-mounting-brackets-sheetmetal-creo-mandatory-quest-global-bengaluru-4-to-8-years-271025004225,Quest Global,https://www.naukri.com/quest-global-jobs-careers-33042,3.5,2829.0,4-8 Yrs,,Bengaluru,"Good understanding of Geometric Dimensioning and Tolerancing, engineering drawings, man...",Sheetmetal;Tubing;Brackets;Creo;Hose;Mounting;Piping;Sheet Metal Design,1 day ago
Solaris Administrator,https://www.naukri.com/job-listings-solaris-administrator-tata-consultancy-services-bengaluru-7-to-11-years-271025013268,Tata Consultancy Services,https://www.naukri.com/tata-consultancy-services-jobs-careers-13542,3.4,106727.0,7-11 Yrs,,Bengaluru,Experience required : 8-10 years Experience in Remote server management tools. Good exp...,Solaris;Solaris Administration;NIM;LDOM;Shell Scripting;LPAR;Perl;VIO,1 day ago
Android Developer,https://www.naukri.com/job-listings-android-developer-tata-consultancy-services-bengaluru-7-to-10-years-271025013606,Tata Consultancy Services,https://www.naukri.com/tata-consultancy-services-jobs-careers-13542,3.4,106727.0,7-10 Yrs,,Bengaluru,Candidates should have good problem solving skillsDegree from reputed colleges with min...,Native Android Development;Android;Android Application Development;Java;SDK;Kotlin;Native;Application,1 day ago
Credit & Collections Analyst,https://www.naukri.com/job-listings-credit-collections-analyst-deloitte-consulting-bengaluru-2-to-7-years-271025007616,Deloitte Consulting,https://www.naukri.com/deloitte-consulting-jobs-careers-1706,3.7,21395.0,2-7 Yrs,,Bengaluru,Requirements: 2 to 8 years of experience in Cash Applications and Collections within a ...,Cash Applications;Collection Management;Month End Closing;Automated Accounting Systems;Customer Account Management;Dispute Resolution;GCC Experience;Compliance and Internal Controls,1 day ago
Fullstack Developer,https://www.naukri.com/job-listings-fullstack-developer-randstad-bengaluru-6-to-10-years-271025004231,Product based company,,,,6-10 Yrs,15-25 Lacs PA,Bengaluru,"Bachelors Degree in Computer Science, Software Engineering, Information Technology OR V...",Java;React.Js;AWS;Python;Fullstack Development;Full Stack;Development,1 day ago
Java Full Stack Developer,https://www.naukri.com/job-listings-java-full-stack-developer-capgemini-bengaluru-4-to-6-years-271025014080,Capgemini,https://www.naukri.com/capgemini-jobs-careers-649,3.7,49625.0,4-6 Yrs,,Bengaluru,Java Full Stack DeveloperLocation :- BangaloreExperience :- 6-9 yearsChoosing Capgemin...,MongoDB;Java Fullstack;React.Js;Java;Stack;Full Stack;Development,1 day ago
Java Developer (Bangalore),https://www.naukri.com/job-listings-java-developer-bangalore-capgemini-bengaluru-6-to-9-years-271025005010,Capgemini,https://www.naukri.com/capgemini-jobs-careers-649,3.7,49625.0,6-9 Yrs,,Hybrid - Bengaluru,"Skills required: . 4 to 9 years of hands-on experience in software development, with a ...",Java;Spring Boot;Microservices;Springboot Java;Rest;Java Spring Boot;Java Development;Development,1 day ago
BNP Paribas is looking For a MS Dynamics CRM developer in Bangalore!,https://www.naukri.com/job-listings-bnp-paribas-is-looking-for-a-ms-dynamics-crm-developer-in-bangalore-bnp-paribas-bengaluru-5-to-10-years-271025018898,BNP Paribas,https://www.naukri.com/bnp-paribas-jobs-careers-212044,3.7,1985.0,5-10 Yrs,,Hybrid - Bengaluru,Experience 5 to 12 Years . Experience on Dynamics 365. Dynamics 365 OnPremise. Dynamics...,MS Dynamics CRM;C#;Dynamics Crm Development;asp.net;Crm Plugins;.net;Crm Development;Plugins,1 day ago
Walkin Drive_Lead Data Scientist (GenAI) on 1st Nov_ Bangalore,https://www.naukri.com/job-listings-walkin-drive-lead-data-scientist-genai-on-1st-nov-bangalore-hexaware-technologies-bengaluru-7-to-12-years-271025019524,Hexaware Technologies,https://www.naukri.com/hexaware-technologies-jobs-careers-9815,3.5,7113.0,7-12 Yrs,,Hybrid - Bengaluru,Strong Experience in Data Scientist (GENAI) . Proficiency with Generative AI models lik...,Generative Ai;Natural Language Processing;Machine Learning;Data Science;Transformers;Tensorflow;Ann;Cnn,1 day ago
Devops Engineer,https://www.naukri.com/job-listings-devops-engineer-kpmg-assurance-and-consulting-services-llp-bengaluru-7-to-9-years-271025020014,KPMG Assurance and Consulting Services LLP,https://www.naukri.com/kpmg-assurance-and-consulting-services-jobs-careers-32580,3.4,6720.0,7-9 Yrs,,Bengaluru,"Education . Bachelors degree in Engineering, Computer Science, or related fieldRequired...",Devops engineer;Jenkins;GCP;Shell Scripting;Github Actions;Ci/Cd;Devops;AWS,1 day ago
Social Media & Copywriting Intern,https://www.naukri.com/job-listings-social-media-copywriting-intern-puma-sports-india-pvt-ltd-bengaluru-0-to-1-years-271025004055,Puma,https://www.naukri.com/puma-jobs-careers-159792,4.1,742.0,3 months duration,"10,000/month",Bengaluru,,,Starts within 1 month
Non Voice Process Executive,https://www.naukri.com/job-listings-non-voice-process-executive-trigent-software-bengaluru-0-to-0-years-231025016890,Trigent Software,https://www.naukri.com/trigent-jobs-careers-1704,,,0 Yrs,"50,000-2.75 Lacs PA",Bengaluru,LTD. We are hiring FRESHERS for our MNC Client in Bangalore NO BE / B.TECH . Freshers w...,Non Voice Process;Email Support;Customer Support;Customer Service;International Non Voice;International Process;Night Shift;Non Voice,4 days ago
Fresher Hiring - Customer Support - International Voice Process,https://www.naukri.com/job-listings-fresher-hiring-customer-support-international-voice-process-conduent-bengaluru-0-to-2-years-251025014737,Conduent,https://www.naukri.com/conduent-jobs-careers-6762,3.4,3090.0,27 Oct - 28 Oct,4-4.75 Lacs PA,Bengaluru,Willing to work in night shifts (US time zones) Shift Timings - US Shifts (Night Shift)...,fresher;BPO;US Process;Inbound Voice Process;Call Center Operations;Immediate Joining;Contact Center Operations;Voice Process,2 days ago
Relationship Manager,https://www.naukri.com/job-listings-relationship-manager-nobroker-bengaluru-0-to-1-years-261025003873,NoBroker,https://www.naukri.com/nobroker-jobs-careers-1632940,3.0,2423.0,27 Oct - 29 Oct,2.5-3.25 Lacs PA,Bengaluru(Kaikondrahalli),"Job Title: Relationship ManagerLocation: Kaikondrahalli, BangalorePosition Type : Fullt...",Communication Skills;c;commu;Comm;Management;Relationship;Relationship management,1 day ago
Accounting process (Freshers) in Bangalore,https://www.naukri.com/job-listings-accounting-process-freshers-in-bangalore-2coms-bengaluru-0-to-5-years-241025015564,2coms,https://www.naukri.com/2coms-jobs-careers-10111,3.4,469.0,0-5 Yrs,,Bengaluru,This is a full-time role with a shift schedule ranging from 11:00 hrs to 23:00 hrs (IST...,accounts receivable;balance sheet;accounts payable;accruals;oracle;general accounting;accounting;internal audit,3 days ago
Customer Support Representative,https://www.naukri.com/job-listings-customer-support-representative-trigent-software-bengaluru-1-to-6-years-271025001262,Trigent,,,,1-6 Yrs,3-7 Lacs PA,Bengaluru(Koramangala +1),Shift: UK Shift . Qualification: Graduates (Fresher) & Grads and Undergrads (Exp) In th...,Bpo Customer Service;Us Voice Process;Leadership Skills;UK Process;International Voice Process;Strategic Thinking;Interpersonal Skills;Interpersonal,1 day ago
Consultant -Non Voice,https://www.naukri.com/job-listings-consultant-non-voice-trigent-software-salem-bengaluru-0-to-0-years-231025019000,Trigent Software,,,,0 Yrs,2-3 Lacs PA,"Salem, Bengaluru",2024 and 2025 Passed out only,Non Voice Process;BPO;Email Support;Customer Service;Customer Support;International Non Voice;Customer Care;Non Voice,4 days ago
Customer Support - International Voice - Freshers - Bangalore,https://www.naukri.com/job-listings-customer-support-international-voice-freshers-bangalore-2coms-bengaluru-0-to-5-years-241025018634,2coms,https://www.naukri.com/2coms-jobs-careers-10111,3.4,469.0,0-5 Yrs,,Bengaluru,"This role requires strong communication skills, adaptability, and a willingness to work...",voice;bpo;rotational shifts;providing;international bpo;customer service;verbal communication;international voice,3 days ago
Executives,https://www.naukri.com/job-listings-executives-exl-services-com-i-pvt-ltd-bengaluru-0-to-2-years-251025502678,EXL,https://www.naukri.com/exl-jobs-careers-416,3.6,8169.0,0-2 Yrs,,Bengaluru,Preference to commerce graduates Work Experience Requirements 0-2 years working experie...,Supervisor;Basic;Banking;Commerce;Customer service;Data entry;Data;Supervision,2 days ago
Mega Walkin Drive-Domestic voice process,https://www.naukri.com/job-listings-mega-walkin-drive-domestic-voice-process-teleperformance-tp-kochi-chennai-bengaluru-0-to-2-years-241025027411,Teleperformance (TP),https://www.naukri.com/teleperformance-tp-jobs-careers-1141,3.8,35054.0,0-2 Yrs,1.25-2.5 Lacs PA,"Kochi, Chennai(Ambattur), Bengaluru",We are conducting mega Drive for Fresher - Domestic voice Process - . Kochi & Bangalore...,Customer Service;BPO;Inbound Process;Customer Support;Customer Care;Inbound;Voice;Process,1 day ago
Voice Process Executive,https://www.naukri.com/job-listings-voice-process-executive-teleperformance-tp-bengaluru-0-to-1-years-251025007465,Teleperformance (TP),https://www.naukri.com/teleperformance-tp-jobs-careers-1141,3.8,35054.0,0-1 Yrs,2.25-3 Lacs PA,Bengaluru(KR Puram +13),Male -Day Shifts Graduates & Postgraduates can apply20K CTC and 16K Take home salary - ...,Bpo Customer Service;Voice Process;Customer service;Voice;Process;BPO,3 days ago
Executives,https://www.naukri.com/job-listings-executives-exl-services-com-i-pvt-ltd-bengaluru-0-to-1-years-251025502677,EXL,https://www.naukri.com/exl-jobs-careers-416,3.6,8169.0,0-1 Yrs,,Bengaluru,Work Experience Requirements 0-1 years of Billing / AR experience Prior experience in E...,remediation;SAP ERP;VLOOKUP;Billing;Workflow;Advanced Excel;Management;Accounts receivable,2 days ago
Walk-In Drive For - Accounting Service Associate -Accounts Payable,https://www.naukri.com/job-listings-walk-in-drive-for-accounting-service-associate-accounts-payable-conduent-bengaluru-2-to-6-years-261025003491,Conduent,https://www.naukri.com/conduent-jobs-careers-6762,3.4,3090.0,28 Oct,,Bengaluru,Flexible to work in night shiftsFresher / 0 - 1 year experience in RTP / S2P (Request t...,Sap Ariba;Ariba;Accounts Payable;S2P;PO Processing;Invoice Processing;P2P Cycle;Procure To Pay,1 day ago
Field Sale Executive / Field Recruiter,https://www.naukri.com/job-listings-field-sale-executive-field-recruiter-swiggy-bengaluru-0-to-5-years-251025014618,Swiggy,https://www.naukri.com/swiggy-jobs-careers-1609908,3.7,5067.0,0-5 Yrs,1.5-3 Lacs PA,Bengaluru(C V Raman Nagar +16),Interested candidates can contact at 9606773248( YATHISHA H A )Designation- Field Recru...,Field Work;Manpower Sourcing;Field Hr;Bulk Hiring;Recruitment;Sales;Bulk;Sourcing,2 days ago
Domestic Voice Process- Bangalore!!,https://www.naukri.com/job-listings-domestic-voice-process-bangalore-teleperformance-tp-bengaluru-0-to-2-years-241025013505,Teleperformance (TP),https://www.naukri.com/teleperformance-tp-jobs-careers-1141,3.8,35054.0,0-2 Yrs,2-2.5 Lacs PA,Bengaluru,Hiring for Voice Process - Day Shift - Domestic Bank  Day Rotational Shift Freshers & e...,Malayalam;Customer Support;Domestic Voice Process;Tamil;Banking Process;Outbound Sales;Bpo Voice;Telecalling,3 days ago
S..Inside Sales Executive,https://www.naukri.com/job-listings-s-inside-sales-executive-nobroker-bengaluru-0-to-3-years-270925006529,NoBroker,https://www.naukri.com/nobroker-jobs-careers-1632940,3.0,2423.0,0-3 Yrs,2.5-3.5 Lacs PA,Bengaluru,Position: Inside Sales Executive Location: Bangalore Job Description:Handle inbound and...,Cold Calling;Inside Sales;Negotiation;Communication Skills;Active listening & relationship building;B2B Sales;End To End Sales;Sales,Just now
Ai Ml Engineer,https://www.naukri.com/job-listings-ai-ml-engineer-tata-consultancy-services-chennai-bengaluru-6-to-10-years-261025000159,Tata Consultancy Services,https://www.naukri.com/tata-consultancy-services-jobs-careers-13542,3.4,106727.0,6-10 Yrs,,"Chennai, Bengaluru",Nice to Have: . Strong and recent experience with developing automated testing framewor...,Artificial Intelligence;Aiml;Machine Learning;Machine;Intelligence;Ml,2 days ago
Hiring Tableau Desktop Developer - Bangalore - 10 Days Jooner,https://www.naukri.com/job-listings-hiring-tableau-desktop-developer-bangalore-10-days-jooner-tech-mahindra-bengaluru-3-to-5-years-271025001474,Tech Mahindra,https://www.naukri.com/tech-mahindra-jobs-careers-1066,3.4,40832.0,3-5 Yrs,,Hybrid - Bengaluru,Good communication and presentation skills: ability to communicate in a clear and conci...,Data Visualization;Tableau;Tableau Desktop;SQL;Data;Hiring;Desktop;Development,1 day ago
Azure dot net microservices,https://www.naukri.com/job-listings-azure-dot-net-microservices-tata-consultancy-services-bengaluru-6-to-8-years-261025000135,Tata Consultancy Services,https://www.naukri.com/tata-consultancy-services-jobs-careers-13542,3.4,106727.0,6-8 Yrs,,Bengaluru,Experience in MVC . Good hands on in Web API . SQL . Microservices . Full stack Angular...,.Net Core;Azure Cloud;ASP.Net;MVC;SQL;Microservices;Microsoft Azure;Core,2 days ago
Java Lead (Bangalore),https://www.naukri.com/job-listings-java-lead-bangalore-capgemini-bengaluru-8-to-10-years-271025003675,Capgemini,https://www.naukri.com/capgemini-jobs-careers-649,3.7,49625.0,8-10 Yrs,,Hybrid - Bengaluru,Job Title: Java Backend Developer (Lead Role) Location: Bangalore (Hybrid) Experience:...,Java;Lead;Spring Boot;Microservices;Springboot Java;Java Spring Boot;J2Ee;Leadership,1 day ago
"Walkin For Fresher / Experienced Customer Support, Bangalore",https://www.naukri.com/job-listings-walkin-for-fresher-experienced-customer-support-bangalore-conduent-bengaluru-0-to-2-years-190825012599,Conduent,https://www.naukri.com/conduent-jobs-careers-6762,3.4,3090.0,27 Oct - 31 Oct,1-3 Lacs PA,Bengaluru,Willing to work in night shifts (US time zones)  Walkin Drive Freshers!!Preferred candi...,Voice Process;BPO;US Process;Inbound Voice Process;Call Center Operations;Contact Center Operations;International BPO;International Voice Process,5 days ago
Assistant Manager - Visa Processing,https://www.naukri.com/job-listings-assistant-manager-visa-processing-swiggy-bangalore-rural-bengaluru-5-to-10-years-171025021091,Swiggy,https://www.naukri.com/swiggy-jobs-careers-1609908,3.7,5067.0,5-10 Yrs,9-13 Lacs PA,"Bangalore Rural, Bengaluru",Any graduate with really good comm skills and previous exp in end to end Visa processin...,Visa Processing;Visa Filing;Travel Desk;Immigration;Travel Coordination;Desk;Assistance;Filing,Just now
